source,address,city,state,zip,beds,baths,sqft,lot_size,year_built,rent,deposit,pets_allowed,property_type,mls_number,listing_url,description,listed_date,scraped_at,photos,lat,lng
redfin,212 Paladin Dr,Virginia Beach,VA,23452,3.0,2.0,1456,,,2800,,,single family,,https://www.redfin.com/VA/Virginia-Beach/212-Paladin-Dr-23452/home/49466631,"Welcome to Virginia Beach! This FURNISHED home offers the perfect combination of style and convenience. Located 12 minutes from the beach, you can enjoy outdoor activities such as fishing, jet skis...",2026-04-21T16:43:48.437612Z,2026-06-08T13:01:45+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.833393%2C-76.093174&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=v1dgZiWJf46BUQJLw35OdLosm3U=,36.833393,-76.093174
redfin,412 Lineberry Rd,Virginia Beach,VA,23452,4.0,2.5,1014,,,2600,,,single family,,https://www.redfin.com/VA/Virginia-Beach/412-Lineberry-Rd-23452/home/49462935,"Charming 4BR Ranch in Prime Virginia Beach LocationDiscover this charming ranch-style home offering 4 bedrooms and 2.5 bathrooms in the heart of Virginia Beach. With over 1,300 square feet of...",2026-05-30T13:15:29.584358Z,2026-06-08T13:01:45+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.826915%2C-76.0854928&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=KBJ7jyIUuZlY5mtGLlkHgjt_4Hc=,36.826915,-76.0854928
redfin,3841 Forrester Ln,Virginia Beach,VA,23452,3.0,2.0,1522,,,2300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3841-Forrester-Ln-23452/home/49457907,"Ranch home, 3 bedrooms, 2 full baths, Living room, family room, dining room, eat in kitchen, laundry room with clothes washer & dryer, 1 car garage, fenced in Yard. No Pets, $2300 per month",2026-05-26T21:00:22.395187Z,2026-06-08T13:01:45+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8171701%2C-76.1063023&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=LuyqpUOkQCA7g4ynV6Inv-uZpi8=,36.8171701,-76.1063023
redfin,104 S Palm Ave,Virginia Beach,VA,23452,3.0,2.5,1700,,,2900,,,single family,,https://www.redfin.com/VA/Virginia-Beach/104-S-Palm-Ave-23452/home/176523337,"Welcome home to this beautifully upgraded 3-bedroom, 2.5-bath home with a 1-car garage, tucked away on a quiet dead-end street for added privacy and minimal traffic. Inside, you'll find luxury vinyl...",2026-06-04T12:30:57.404113Z,2026-06-08T13:01:45+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8395584%2C-76.1228608&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=3CGbFP_TLsveoi_Bxps973yhcAI=,36.8395584,-76.1228608
redfin,512 S Kings Point Rd,Virginia Beach,VA,23452,3.0,2.0,1172,,,2650,,,single family,,https://www.redfin.com/VA/Virginia-Beach/512-S-Kings-Point-Rd-23452/home/49458649,"512 S Kings Point Rd, Virginia Beach, VA 23452 Welcome to this spacious and well-maintained 4-bedroom, 2-bath home in central Virginia Beach, ideally located just minutes from shopping, dining,...",2026-06-01T12:03:13.402385Z,2026-06-08T13:01:45+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8244215%2C-76.1041315&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=SRTA46tj8ziM8md8X5nWHQ8dH5k=,36.8244215,-76.1041315
redfin,3480 Landstown Ct,Virginia Beach,VA,23453,3.0,2.0,1359,,,2495,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3480-Landstown-Ct-23453/home/49453877,This beautiful 3 Bedroom/2 Bath single family home is available August 2026.  This home offers fantastic cul-de-sac living across from Landstown Commons. Blocks from Sentara Princess Anne hospital...,2026-06-06T00:43:31.205123Z,2026-06-08T13:01:47+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7792974%2C-76.0906328&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=G6sBkFeSsqbe8gpGqQL8AVUvL0I=,36.7792974,-76.0906328
redfin,3432 Pasture Ln,Virginia Beach,VA,23453,4.0,2.5,2140,,,2700,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3432-Pasture-Ln-23453/home/49476913,"Occupied - must give at least 24 hours' notice for showings. Beautiful well kept home near interstate, military bases, concert venues, shopping and fine dining. 10 minutes from beach.Applications...",2026-05-25T12:55:04.693449Z,2026-06-08T13:01:47+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7947333%2C-76.084783&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=FK0Q4Y2JTk7p71LZk4b7X0lAREM=,36.7947333,-76.084783
redfin,1617 Ohio Ave Unit 1617,Virginia Beach,VA,23454,3.0,2.0,,,,2500,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1617-Ohio-Ave-23454/unit-1617/home/200750916,"Located in the heart of Virginia Beach, this well-positioned rental property offers the perfect blend of comfort, convenience, and coastal lifestyle. Nestled in a desirable neighborhood just minutes...",2026-03-04T22:01:55.230987Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8407035%2C-76.0182005&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=Zv44JiSDSbwUrjYZRp8i-LMlu-0=,36.8407035,-76.0182005
redfin,1312 Yawl Pt,Virginia Beach,VA,23454,5.0,2.5,2016,,,2995,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1312-Yawl-Pt-23454/home/49487783,"Spacious (5) bedroom, 2.5 bath single family home on a cul-de-sac in the Cox High School district. Living room, dining room, den with wood burning fireplace, 1 car garage & large backyard with patio....",2026-06-03T13:05:49.475296Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8737683%2C-76.0494043&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=qTNHKaFy9869cj7SJNPQoThDD0g=,36.8737683,-76.0494043
redfin,2220 N Lakeside Dr,Virginia Beach,VA,23454,3.0,1.0,1126,,,3300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2220-N-Lakeside-Dr-23454/home/49501056,"THIS IS A FUNISHED RENTAL FOR NO MORE THAN 2 TENANTS, CORPORATE, EXTENDED TRAINING, TRAVEL NURSE OR INSURANCE CLAIM DISPLACEMENT. LEASE WILL BE AT LEAST 45 DAYS. UTILITIES INCLUDEDED. LOCATED ON...",2026-04-21T18:22:41.464584Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8766396%2C-76.0427334&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=HX6lpSOrworFNZen5Pp3ITxI6Pc=,36.8766396,-76.0427334
redfin,2252 Newstead Dr,Virginia Beach,VA,23454,4.0,2.0,2127,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2252-Newstead-Dr-23454/home/49505974,,2026-05-22T12:34:00.294688Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7639534%2C-76.0097818&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=TrL6TG5waBWHROdy_GYRG3SEKu8=,36.7639534,-76.0097818
redfin,1880 Rising Sun Arch,Virginia Beach,VA,23454,4.0,2.0,1805,,,2800,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1880-Rising-Sun-Arch-23454/home/49507453,"Beautiful home full of natural light and open space. Conveniently located with access to local military installations, shopping, and dining. Application fee = $55 per person (18 & older). Apply...",2026-06-02T09:23:19.766885Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7568378%2C-75.9975533&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=KWiF15jAHyqhn_pC4USEMO_zvWE=,36.7568378,-75.9975533
redfin,1221 Garth Ct,Virginia Beach,VA,23454,3.0,2.5,1614,,,2600,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1221-Garth-Ct-23454/home/49510451,"Discover your perfect rental in Ocean Lakes! This beautifully renovated two-story home features a modern kitchen with new cabinets and granite countertops, updated flooring, fresh paint, and much...",2026-06-08T00:27:26.161397Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7745526%2C-75.9992621&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=olDdB0Qv-hkBZj12Vic0lmOmvv0=,36.7745526,-75.9992621
redfin,1828 Blairmore Arch,Virginia Beach,VA,23454,3.0,2.0,1300,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1828-Blairmore-Arch-23454/home/49511153,"Beautifully updated ranch in Ocean Lakes showing true pride of ownership throughout! This well maintained home features a brand-new kitchen with granite countertops, new cabinets, updated sink, & new...",2026-06-01T12:25:34.960081Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7739746%2C-75.9955457&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=1_Z77KNLIcvoiaYA1Qpo-o6VvS0=,36.7739746,-75.9955457
redfin,316 Roselynn Ln,Virginia Beach,VA,23454,4.0,2.5,1664,,,2400,,,single family,,https://www.redfin.com/VA/Virginia-Beach/316-Roselynn-Ln-23454/home/49512737,"Scheule Tour Here: Apply Here: Enjoy this 4-bedroom, 2.5-bath home featuring hardwood floors, a spacious first-floor primary suite, and dual-zone HVAC for added comfort. The upgraded kitchen and...",2026-06-03T11:30:22.269842Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8436954%2C-76.0138693&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=iJmymc3eifUn1BTN2HbndJhiGq4=,36.8436954,-76.0138693
redfin,1733 Bernstein Dr,Virginia Beach,VA,23454,4.0,2.5,1775,,,2795,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1733-Bernstein-Dr-23454/home/49511482,"Situated at the end of a cul-de-sac, this well-tended Ocean Lakes home comes with attached garage, a fenced yard with deck and storage shed, and a darling front porch! Available for you on 06-25-26!...",2026-05-09T12:26:09.597449Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7761585%2C-75.9867174&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=xiQLEXy61iMBOP3ILHapZYF_b0U=,36.7761585,-75.9867174
redfin,1149 Balch Pl,Virginia Beach,VA,23454,3.0,2.5,1450,,,2495,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1149-Balch-Pl-23454/home/49509866,3BD/2.5BA Home minutes from Dam Neck! Full fenced Back yard!!- Updated Kitchen with Granite Countertops -Stainless Steel & Black Appliances- Eat In Kitchen and Dining Room- Painted with attractive...,2026-06-03T12:42:29.953925Z,2026-06-08T13:01:49+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7834245%2C-76.0027647&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=KA1Gsoy6FLbV9B2ZtebgvEXJHio=,36.7834245,-76.0027647
redfin,1000 Spindle Xing,Virginia Beach,VA,23455,4.0,2.5,2044,,,3200,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1000-Spindle-Xing-23455/home/49415918,"FOR RENT: 1000 Spindle Xing, Virginia Beach, VA 23455
Modern Comfort Energy Efficient Backyard Oasis

Welcome home to this beautifully maintained property in the heart of Virginia Beach! This home...",2026-06-07T16:16:01.090789Z,2026-06-08T13:01:51+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8787603%2C-76.1808715&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=yKto_YEAl-IYVz7VEMYohBim2Pc=,36.8787603,-76.1808715
redfin,1080 Backwoods Rd,Virginia Beach,VA,23455,4.0,2.5,2545,,,3150,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1080-Backwoods-Rd-23455/home/49418738,"Spacious 4-Bedroom Home with Golf Course Views and Move-In Ready! Enjoy comfort, space, and scenic views in this beautifully updated 4-bedroom home with a bonus room, perfectly situated overlooking...",2026-06-08T12:33:45.135270Z,2026-06-08T13:01:51+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8734277%2C-76.1633568&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=xo3Uy8ZnUIZw0A6MkM8Wl0dJ8CE=,36.8734277,-76.1633568
redfin,4345 Temple Ct,Virginia Beach,VA,23455,4.0,2.0,2218,,,2795,,,single family,,https://www.redfin.com/VA/Virginia-Beach/4345-Temple-Ct-23455/home/49443847,TONS of Space in this large 4BR home in the Heart of Pembroke - Natural paint throughout - All new updated doorknobs and switches/outlets - Available August 1st! - Rear Den with Tons of natural light...,2026-06-02T12:20:51.172382Z,2026-06-08T13:01:51+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8654872%2C-76.1233199&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&key=AIzaSyA_29QNQgZnWV-qXu1LyNzrLuiHCDGCJGU&signature=7lHm_LnzBWp4TMdq2sp3dPKRlsg=,36.8654872,-76.1233199
