source,address,city,state,zip,beds,baths,sqft,lot_size,year_built,rent,deposit,pets_allowed,property_type,mls_number,listing_url,description,listed_date,scraped_at,photos,lat,lng
redfin,3701 Teakwood Dr,Virginia Beach,VA,23452,3.0,2.0,1509,,,2350,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3701-Teakwood-Dr-23452/home/49465730,"Pioneering a new chapter of comfort and style, 3701 Teakwood Dr in Virginia Beach is the townhouse rental that redefines modern living. This beautifully designed 3-bedroom, 2-bathroom home offers a...",2026-05-06T12:03:33.397350Z,2026-05-08T02:10:20+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8322126%2C-76.0993577&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=uuH5WZ2wKNd0H1DT7brySTgqovA=,36.8322126,-76.0993577
redfin,3564 Faraday Ln,Virginia Beach,VA,23452,4.0,2.5,1700,,,2600,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3564-Faraday-Ln-23452/home/49460558,"Welcome to this stunning 4 bedroom, 2.5 bathroom single-family home in Virginia Beach! Built in 2001, this spacious property features a fenced yard, garage, fireplace, and washer/dryer in unit. With...",2026-05-01T12:13:33.486294Z,2026-05-08T02:10:20+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8190511%2C-76.0970111&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=VuiWMOooED2FT9XZZypPUgXrK5g=,36.8190511,-76.0970111
redfin,3308 Old Kirkwood Dr,Virginia Beach,VA,23452,4.0,3.0,2352,,,3300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3308-Old-Kirkwood-Dr-23452/home/49470523,"Welcome to King's Grant, where the community is friendly and the schools are top-rated! This well-maintained home located in a cul-de-sac, offers one-level living, modern updates, and lots of space...",2026-05-04T12:29:30.077605Z,2026-05-08T02:10:20+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8580639%2C-76.0847741&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=rX-CsCH4EHGPvhYpI3MR72z6Gas=,36.8580639,-76.0847741
redfin,3841 Forrester Ln,Virginia Beach,VA,23452,3.0,2.0,1522,,,2300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3841-Forrester-Ln-23452/home/49457907,"Ranch home, 3 bedrooms, 2 full baths, Living room, family room, dining room, eat in kitchen, laundry room with clothes washer & dryer, 1 car garage, fenced in Yard. No Pets, $2300 per month",2026-04-21T16:18:30.882779Z,2026-05-08T02:10:20+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8171701%2C-76.1063023&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=Pl0xf-XWyCynHZwdy6m8GQuHhX8=,36.8171701,-76.1063023
redfin,3561 Poppy Cres,Virginia Beach,VA,23453,3.0,2.0,1500,,,2650,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3561-Poppy-Cres-23453/home/49453248,"Ranch Home for Rent -- $2,650/Month ! $2,650 Security Deposit 3561 Poppy Crescent, Virginia Beach, VA 23453 Welcome to this inviting ranch home located on a quiet cul-de-sac in Virginia Beach. Filled...",2026-05-03T11:41:21.002612Z,2026-05-08T02:10:22+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.79799%2C-76.0960731&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=QfgTorA4zuv3y_BTcyXR08WQ6uo=,36.79799,-76.0960731
redfin,2113 Saw Mill Ct,Virginia Beach,VA,23453,4.0,3.5,2716,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2113-Saw-Mill-Ct-23453/home/49475774,"Christopher Farms! Great Price! House sits at the corner of a cul-de-sac. Nicely updated throughout. Great floor plan, formal dining room, living room, chef's kitchen with large center island ,...",2026-05-07T12:17:55.755985Z,2026-05-08T02:10:22+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7654723%2C-76.0638668&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=D1Cux2HU9l7prKoTC2encCPkJ0k=,36.7654723,-76.0638668
redfin,1617 Ohio Ave Unit 1617,Virginia Beach,VA,23454,3.0,2.0,,,,2500,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1617-Ohio-Ave-23454/unit-1617/home/200750916,"Located in the heart of Virginia Beach, this well-positioned rental property offers the perfect blend of comfort, convenience, and coastal lifestyle. Nestled in a desirable neighborhood just minutes...",2026-03-04T22:01:55.230987Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8407035%2C-76.0182005&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=mgoNXVuMNT1cUGK91eWgbEXtG60=,36.8407035,-76.0182005
redfin,890 Old Dam Neck Rd,Virginia Beach,VA,23454,4.0,3.0,2146,,,3150,,,single family,,https://www.redfin.com/VA/Virginia-Beach/890-Old-Dam-Neck-Rd-23454/home/68279396,"Available June 13, 2026!
Experience the joy of living in a unique & charming historic farm house built in 1928 with proximity to all the fabulous amenities Virginia Beach has to offer. 

Approx....",2026-04-21T18:55:10.504506Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7800649%2C-75.9898363&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=iDpEYUYEGvpmZtwkTAXLou-qP5g=,36.7800649,-75.9898363
redfin,2220 N Lakeside Dr,Virginia Beach,VA,23454,3.0,1.0,1126,,,3300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2220-N-Lakeside-Dr-23454/home/49501056,"THIS IS A FUNISHED RENTAL FOR NO MORE THAN 2 TENANTS, CORPORATE, EXTENDED TRAINING, TRAVEL NURSE OR INSURANCE CLAIM DISPLACEMENT. LEASE WILL BE AT LEAST 45 DAYS. UTILITIES INCLUDEDED. LOCATED ON...",2026-04-21T18:22:41.464584Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8766396%2C-76.0427334&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=goyW6GCJjHZvXoTC7LoevhCNowk=,36.8766396,-76.0427334
redfin,1116 Woodcock Ln,Virginia Beach,VA,23454,3.0,2.5,1488,,,2495,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1116-Woodcock-Ln-23454/home/49510005,"Beautifully Updated Virginia Beach Rental! This 3-bedroom, 2.5-bathroom home is move-in ready and full of charm. The renovated kitchen features modern finishes, updated appliances, and plenty of...",2026-05-05T09:21:03.909767Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7919534%2C-76.0026615&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=wsHMD0Jy9e81c157B53bx1Ydst0=,36.7919534,-76.0026615
redfin,1514 Snowbird Ct,Virginia Beach,VA,23454,3.0,2.0,,,,2450,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1514-Snowbird-Ct-23454/home/49509225,"This well-kept 3-bedroom, 2-bath home is located on a quiet cul-de-sac in Virginia Beach. The layout is open and functional, with a comfortable living area that flows into the kitchen. The kitchen...",2026-05-02T13:18:20.834514Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7887541%2C-76.0042609&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=urbGc-dQjji4VsW46W_ZqBdZ3Bc=,36.7887541,-76.0042609
redfin,1149 Balch Pl,Virginia Beach,VA,23454,3.0,2.5,1450,,,2695,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1149-Balch-Pl-23454/home/49509866,3BD/2.5BA Home minutes from Dam Neck! Full fenced Back yard!!- Updated Kitchen with Granite Countertops -Stainless Steel & Black Appliances- Eat In Kitchen and Dining Room- Painted with attractive...,2026-04-24T13:02:02.022828Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7834245%2C-76.0027647&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=KuEtygv7TCaS6d_8m60TRsnKCI8=,36.7834245,-76.0027647
redfin,1423 Goldfinch Ln,Virginia Beach,VA,23454,4.0,2.0,1950,,,2475,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1423-Goldfinch-Ln-23454/home/49510049,"A charming home in the popular community of Redwing just a short drive to Oceanfront fun, resorts, dining, nightlife, several military bases and highway access! Less than a 1/2 mile to Oceana...",2026-05-03T12:23:59.585136Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7926742%2C-76.0007783&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=ohoAyElVtbcHjfgRQkRQzgc86vQ=,36.7926742,-76.0007783
redfin,2512 Hood Dr,Virginia Beach,VA,23454,4.0,2.5,2268,,,2995,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2512-Hood-Dr-23454/home/49487089,"Out on the east side of town, where the salt air finds its way through the trees, there's  2512 Hood Drive in Virginia Beach that feels like home before you even step inside. In the heart of the...",2026-05-07T12:34:20.289618Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8646412%2C-76.0590664&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=nG3k_EhwL4yhoNWKql2K8rfUrLQ=,36.8646412,-76.0590664
redfin,442 N Oceana Blvd,Virginia Beach,VA,23454,3.0,1.5,1410,,,2400,,,single family,,https://www.redfin.com/VA/Virginia-Beach/442-N-Oceana-Blvd-23454/home/49512746,"Love Where You Live. Unfurnished.  Wonderful updated 3 Bedroom, 1 Full Bath and 1/2 bath Brick Ranch on .35 acre lot. New Appliances. New LVP and Carpet. Big Kitchen remodeled with new outdoor...",2026-04-27T12:31:02.353854Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8457402%2C-76.012815&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=Z5K6FHLytZwgu7-JkbsM5mkZ3bw=,36.8457402,-76.012815
redfin,520 Hillshire Way,Virginia Beach,VA,23454,4.0,2.5,1634,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/520-Hillshire-Way-23454/home/49523012,"Very well maintained corner lot house in the established Ocean Lakes neighborhood.  Updated home with granite countertops, stainless steel appliances & shaker cabinets.  Close to beaches, shopping,...",2026-05-02T13:19:58.902990Z,2026-05-08T02:10:24+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7784622%2C-75.9754981&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=tENhgltFQJ264WSkDoOC17C2Xl0=,36.7784622,-75.9754981
redfin,1000 Spindle Xing,Virginia Beach,VA,23455,4.0,2.5,2044,,,3200,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1000-Spindle-Xing-23455/home/49415918,"FOR RENT: 1000 Spindle Xing, Virginia Beach, VA 23455
Modern Comfort Energy Efficient Backyard Oasis

Welcome home to this beautifully maintained property in the heart of Virginia Beach! This home...",2026-05-07T13:09:34.970068Z,2026-05-08T02:10:26+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8787603%2C-76.1808715&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=lp6H9hbS4NQjUKJZn2uyQrkvd0c=,36.8787603,-76.1808715
redfin,1636 King William Rd,Virginia Beach,VA,23455,3.0,2.0,1145,,,2300,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1636-King-William-Rd-23455/home/49420357,"Location, Location, Location! Ranch home in established neighborhood. Restaurants and shopping nearby. 5 min. to JEB Little Creek & Bayside ES, 10 min. to I-64, North End Beaches, & Norfolk Premium...",2026-05-02T13:21:35.187930Z,2026-05-08T02:10:26+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8981715%2C-76.1761289&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=WbusUfRXGmqzIWGsQ1A6RA16YIw=,36.8981715,-76.1761289
redfin,1204 Freehold Close,Virginia Beach,VA,23455,3.0,2.5,1617,,,2600,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1204-Freehold-Close-23455/home/49415786,"Welcome to your new home! This three bedroom, two and a half bathroom house offers newly renovated baths and an updated kitchen with modern appliances. A spacious deck for relaxation, bamboo flooring...",2026-05-02T02:34:45.459917Z,2026-05-08T02:10:26+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.8809306%2C-76.1794633&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=-biuwdLUL7ijJ4DDvgvJavGZd1U=,36.8809306,-76.1794633
redfin,3845 Whitley Park Dr,Virginia Beach,VA,23456,4.0,2.5,2324,,,3000,,,single family,,https://www.redfin.com/VA/Virginia-Beach/3845-Whitley-Park-Dr-23456/home/49448405,"""Charming 4-bedroom home in the highly sought-after Salem area of Virginia Beach, within the top-rated school district. This beautiful home features solar panels, saving an average of $70/month on...",2026-04-21T15:47:22.669907Z,2026-05-08T02:10:28+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7666992%2C-76.1141592&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=kXJ5NRk1ZqF5RtbgiILGWobCRs8=,36.7666992,-76.1141592
redfin,2021 Melstone Dr,Virginia Beach,VA,23456,4.0,3.0,2400,,,3050,,,single family,,https://www.redfin.com/VA/Virginia-Beach/2021-Melstone-Dr-23456/home/49495972,"Spacious 4-Bed, 3-Bath Home in Virginia Beach!Nestled in a quiet Virginia Beach neighborhood, this beautiful 4-bedroom, 3-bath home is perfect for you. Inside, you'll find a large FROG (Finished Room...",2026-05-07T12:38:34.745274Z,2026-05-08T02:10:28+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7670639%2C-76.029174&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=23mZcPwpLVvBwbXEuwqYViB4h-w=,36.7670639,-76.029174
redfin,1821 Somersby Ln,Virginia Beach,VA,23456,4.0,2.5,2325,,,3100,,,single family,,https://www.redfin.com/VA/Virginia-Beach/1821-Somersby-Ln-23456/home/49497146,This beautifully designed home features a first-floor layout with a seamless flow and open spaces that offers comfort and functionality. Step outside and enjoy the fenced-in-backyard and deck perfect...,2026-05-02T13:09:40.698788Z,2026-05-08T02:10:28+00:00,https://maps.google.com/maps/api/staticmap?sensor=false&style=feature%3Aadministrative.land_parcel%7Cvisibility%3Aoff&style=feature%3Alandscape.man_made%7Cvisibility%3Aoff&style=feature%3Atransit.station%7Chue%3A0xffa200&center=36.7736912%2C-76.0392169&channel=seekers-search_map&size=200x200&format=jpg&scale=1&zoom=11&client=gme-redfin&signature=FPoTLwV-YEWPDJxHsFBCcg7vbbw=,36.7736912,-76.0392169
